date,time,ticker,name,platform,login,followers,live_viewers,total_views,hours_live_since_jul15,clips_since_jul15,clip_views_since_jul15
2026-07-14,21:35,DRUM,"OfficeDrummer",twitch,officedrummer,249267,,,0,0,0
2026-07-14,21:35,CGC,"Chris Gone Crazy",twitch,chrisgonecrazy,3,,,0,0,0
2026-07-14,21:35,YUSUF,"Yusuf7n",twitch,yusuf7n,276587,,,0,0,0
2026-07-14,21:35,PINK,"s0pink",twitch,s0pink,8943,,,0,0,0
2026-07-14,21:35,MOOK,"Mookie",twitch,mookie,10997,,,0,0,0
2026-07-14,21:35,AIKOOO,"Aikooofficial",twitch,aikooofficial,7791,,,0,0,0
2026-07-14,21:35,STRAIG,"Straight2ThBank",twitch,straight2thbank,277,,,0,0,0
2026-07-14,21:35,COOLBU,"coolbutterflyyyy",twitch,coolbutterflyyyy,6445,,,0,0,0
2026-07-14,21:35,A2GUAP,"A2guapo",twitch,a2guapo,243912,,,0,0,0
2026-07-14,21:35,AVAZUR,"Avazura",twitch,avazura,34719,,,0,0,0
2026-07-14,21:35,2XCEEE,"2xceeej",twitch,2xceeej,21875,,,0,0,0
